Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,PCA1,PCA2,cluster
21.6,63.3,0.3,5.6,20.2,5.1,1.09,10.5,589,-1.7496813704528353,-1.0527273129995445,3
34.0,50.8,1.3,14.1,20.6,13.4,1.4,5.0,485,0.27866958147799153,-1.2763214493780046,2
23.0,52.4,2.8,7.1,26.6,3.2,1.08,10.2,324,-2.1426024703633617,-0.5558041140621027,3
20.9,59.2,3.0,9.5,20.5,4.1,0.96,10.7,590,-1.9366885320912874,-0.6003770721130367,3
26.9,45.3,13.9,18.6,21.4,6.7,0.76,16.1,369,-2.466237412209485,0.8090322188882099,3
17.8,59.7,2.2,9.9,16.4,5.1,0.87,10.1,583,-2.2845116306880286,-0.48525517613965446,3
36.7,84.1,44.9,61.9,31.1,13.4,2.24,7.3,440,3.9538916737472087,2.5479908996171994,0
23.7,60.1,12.3,21.5,16.9,4.0,0.99,14.0,253,-2.5157674794529026,0.932591273186561,3
28.9,72.0,48.2,58.4,29.3,9.2,1.56,9.5,422,1.8957717177992073,3.396463893088491,0
33.9,53.4,18.5,24.7,26.0,9.8,1.96,6.3,605,1.5357908202674457,-0.1108247552953778,2
33.7,83.7,12.7,18.9,36.0,15.0,2.56,4.6,679,3.6430466273828923,-1.6840558688249843,1
29.4,91.6,30.7,43.7,31.1,5.4,1.67,7.6,565,2.0927220623519456,1.3594209707756866,0
37.1,97.7,11.7,27.3,31.4,17.8,1.87,9.6,675,3.0295333096490578,-1.2055251557105007,1
24.6,60.5,7.7,17.2,27.0,15.1,1.62,11.0,599,0.2748392890273599,-0.7855004018742774,2
29.8,44.6,4.0,11.0,19.5,3.3,1.02,13.1,461,-2.2023726481653942,-0.31231415179618777,3
26.8,50.2,18.3,25.5,28.9,0.9,0.96,13.7,303,-1.8516787884744508,1.2588854612870606,3
36.1,77.3,40.8,50.4,23.1,13.1,2.04,5.2,615,3.445440797714957,1.8714195835490628,0
29.4,52.2,13.3,18.6,21.1,3.5,1.02,10.3,413,-1.4272417634558883,0.4049168987768992,3
32.9,47.7,4.4,14.7,32.1,12.8,1.49,6.1,469,0.6596828364216165,-1.1990332405110782,2
26.6,68.5,0.1,15.2,20.2,14.2,1.52,5.8,410,0.08226912995002805,-1.221227214608614,2
21.7,49.2,2.2,4.6,24.4,5.6,1.02,12.6,559,-2.138620139531208,-0.8180066312793517,3
31.1,62.8,0.9,8.4,17.1,6.3,1.16,15.8,321,-2.2439743495990596,-0.6482640681044624,3
28.8,83.0,3.7,15.8,15.0,8.6,1.82,6.4,471,0.2969167741414876,-1.0501247626250132,2
28.7,73.5,14.5,28.5,23.1,9.0,1.65,6.3,530,0.9727910854876631,0.01923666763710059,2
28.9,82.1,25.1,47.5,34.4,22.3,1.8,5.2,675,3.8051442677543443,0.46597862177744453,1
27.5,75.0,1.5,6.6,17.3,3.9,1.26,18.8,449,-2.389623959831246,-0.7140353865707293,3
25.2,60.1,1.1,2.4,14.7,6.1,1.04,12.2,384,-2.5029743307641965,-0.8131021797235974,3
30.6,94.9,10.5,34.9,26.5,12.1,2.44,6.0,444,2.5833575485227103,-0.5347097942479179,1
38.6,50.6,13.6,18.5,24.5,8.5,1.66,7.6,489,0.7012389162099498,-0.4129504198330871,2
36.2,80.7,35.7,55.6,39.2,13.2,2.13,8.7,829,4.450478229281641,1.2753768753038544,1
28.4,67.9,7.5,13.0,14.2,5.7,1.0,12.7,247,-2.222680193641617,0.05500335210808328,3
36.5,81.0,9.8,22.2,31.5,6.8,1.63,6.5,322,1.1505370533543053,-0.6581286040450982,2
28.3,76.4,23.2,25.7,21.5,10.9,2.08,6.4,501,1.5049488677003762,0.27071636877752053,2
22.7,56.4,1.9,6.7,12.6,3.6,1.05,11.0,472,-2.5646144793239847,-0.509874560514738,3
43.9,89.5,4.5,31.0,36.7,17.2,1.89,3.3,639,4.104221257526252,-1.8526561056288562,1
28.2,54.0,0.3,12.7,28.4,0.8,1.49,8.8,522,-0.8271741578455296,-0.9867588372885447,3
22.3,70.1,2.6,10.4,26.8,2.9,1.2,10.1,388,-1.519209482668782,-0.6928332401868235,3
24.3,59.4,2.9,9.1,12.2,1.8,1.07,10.1,411,-2.482305677437815,-0.32872141427598384,3
26.8,55.7,0.3,6.2,17.3,5.6,0.94,11.4,425,-2.253063835630932,-0.780718701292697,3
27.4,62.4,2.8,9.2,23.0,3.2,1.14,10.2,243,-1.9079137582247518,-0.5349011329750195,3
21.9,68.5,20.0,22.2,11.8,5.3,1.02,11.7,582,-1.4942359545101547,0.9832153209823475,3
22.5,73.5,11.8,16.2,18.7,3.8,1.12,15.4,444,-2.0229844888240986,0.3435517477561789,3
30.8,76.8,3.7,15.9,30.8,12.0,1.78,7.8,501,1.1548273969279823,-1.4363762729529292,2
40.2,107.4,25.0,52.1,46.6,15.2,2.29,3.6,627,5.749869967024787,-0.08513087251070155,1
29.5,69.1,30.2,35.4,43.3,15.5,1.62,7.0,711,3.058636285596237,0.4731757466860678,1
22.3,53.5,2.1,7.7,16.1,3.8,1.1,10.0,263,-2.706540811776877,-0.31139362972317564,3
29.8,56.5,15.6,32.5,20.4,15.5,1.69,6.9,537,1.1236815672192118,0.24925202984234623,2
28.1,81.5,0.4,11.7,27.2,10.0,1.7,5.1,530,0.9003001618213295,-1.7510870650530184,2
26.2,77.4,38.2,52.3,25.1,14.9,1.63,5.4,435,2.261954792150013,2.300977033267306,0
22.8,81.2,13.0,18.9,18.5,6.8,1.04,15.0,215,-2.0755004402382746,0.6262940767926612,3
29.0,85.7,28.2,39.8,25.4,4.5,1.62,5.1,699,1.9912858412473673,1.0372372423619518,0
22.9,72.1,12.5,18.3,32.9,7.7,1.74,5.7,706,1.2149809037740191,-0.7708526289346473,2
24.5,74.0,11.4,13.8,19.8,4.5,0.93,13.0,381,-1.8952572402754295,0.1636653058217229,3
24.7,70.3,3.6,11.7,17.6,5.1,0.91,12.5,494,-1.9420063440264028,-0.46379941867011815,3
24.2,80.6,21.4,29.9,24.5,9.9,1.82,5.9,334,0.931542514287445,0.6286933867891973,2
20.0,51.3,2.1,2.5,14.2,7.1,0.84,10.1,227,-3.210203964270193,-0.38223418828750505,3
25.5,77.8,2.1,6.1,16.9,5.4,0.8,10.3,534,-1.6904306232762074,-0.9649432668798844,3
32.3,66.5,29.1,41.9,34.6,9.2,1.83,5.8,426,2.211164958966739,1.21446858793309,0
22.0,58.7,1.2,14.2,23.8,3.5,1.05,12.5,390,-2.214828175604422,-0.3216814212571607,3
35.6,95.8,41.4,62.5,27.7,14.8,2.2,5.8,423,4.093915230290734,2.2873316165665853,0
42.0,91.8,28.0,37.4,44.9,16.3,1.85,3.4,682,4.9787425410225215,-0.3482048033499267,1
28.6,52.4,15.4,18.0,19.9,5.8,0.95,12.6,506,-1.4819994076220004,0.4767468884427352,3
27.3,76.4,11.8,20.4,12.9,6.9,1.04,12.7,468,-1.3633165167690626,0.29300104376320707,3
30.8,72.7,27.2,36.7,32.2,15.0,1.56,9.7,376,1.5689680752837483,1.0175678393283805,0
22.1,53.1,6.9,9.8,15.6,5.4,0.86,11.4,385,-2.644758094909783,0.01863423139732045,3
32.1,66.6,50.3,60.5,35.2,11.2,1.67,7.5,468,2.919487483911634,3.23744204295798,0
37.9,99.5,3.1,18.7,29.2,14.0,2.3,8.2,448,2.503394118253065,-1.8812755122493185,1
30.4,57.2,46.1,56.4,20.2,11.7,1.8,8.8,516,1.857257336018039,3.1992980392948644,0
40.6,80.7,1.1,14.6,41.7,21.3,1.92,4.5,469,3.361310566398365,-2.5705317880629446,1
22.4,50.1,4.6,12.1,21.2,4.6,0.94,10.3,533,-1.9578993057028944,-0.3205284532948795,3
26.7,74.2,38.5,62.5,40.2,12.4,2.01,4.2,802,4.273248836094201,1.9542222194885295,0
27.7,56.4,31.4,36.7,13.6,5.6,1.02,12.6,335,-1.3372134460600948,2.4929657127327047,3
22.8,55.8,0.4,6.4,26.4,3.7,0.97,17.0,226,-3.196948083953294,-0.37785497234754584,3
21.6,43.7,6.0,8.5,26.7,4.2,1.07,12.2,275,-2.570107405808993,-0.0895412856049116,3
24.8,73.1,6.5,9.8,17.5,10.0,1.02,12.5,287,-1.8546609146184232,-0.3511905050813911,3
35.7,53.1,43.4,52.7,26.4,6.1,1.51,6.9,659,2.1035837707594975,2.6916328779924004,0
31.0,108.9,2.3,24.7,31.2,11.0,1.72,3.0,704,2.818601953257834,-1.8277676569192889,1
29.8,60.9,8.5,14.6,16.7,2.5,1.06,13.1,217,-2.36882454876661,0.2874124995282635,3
27.0,42.7,1.5,8.2,16.2,6.2,0.93,10.0,328,-2.49056919759283,-0.4370836331784309,3
34.2,92.3,1.7,26.2,37.3,12.5,1.85,3.6,501,2.750107647890825,-1.6832641718983035,1
28.0,48.6,6.1,11.1,19.9,2.8,1.0,10.8,390,-2.115411414718209,-0.16545654106923988,3
25.7,88.9,16.7,27.0,28.6,5.1,1.79,11.8,439,0.4207701287006132,0.27252458073515967,2
43.7,86.8,2.1,16.5,38.7,15.3,1.92,8.3,351,2.505866645649245,-2.061484125155117,1
27.8,82.1,12.3,27.8,28.0,18.6,1.69,13.4,676,1.4658744628416098,-0.5154207932216297,2
34.4,85.0,39.8,43.4,22.9,7.6,2.3,4.3,630,3.3107474322318353,1.5270795648092872,0
26.3,71.6,11.6,19.8,16.7,5.3,1.05,10.7,504,-1.1565850439144953,0.18468133445720247,3
30.4,46.7,21.4,25.4,17.3,7.8,0.91,11.7,365,-1.4176856530329274,1.281142794686359,3
24.5,64.4,0.6,6.4,10.2,3.8,1.14,13.3,254,-3.0471911987919236,-0.3823871156440215,3
32.2,65.2,28.8,37.0,26.6,10.4,1.72,7.0,538,1.7515473924348868,1.086077888062757,0
36.5,81.1,14.2,34.5,37.1,11.8,1.91,4.3,610,3.23631028506693,-0.641702243385995,1
28.6,50.6,43.7,48.8,15.7,7.2,1.14,11.8,531,-0.07445128472724198,3.378783108012796,0
26.0,57.9,44.7,58.2,31.4,4.3,1.25,7.8,488,1.158588432065585,3.464985344777215,0
26.3,74.9,20.1,27.4,25.4,3.8,1.62,5.3,358,0.4121856194066576,0.629184481247486,2
34.2,89.7,14.5,28.2,22.1,7.2,1.69,3.5,606,1.9600812402447374,-0.4194216500930812,2
25.5,70.1,5.3,5.6,25.8,7.8,0.96,16.6,502,-1.8219258609420714,-0.7678676383417729,3
23.7,57.8,31.7,35.0,11.7,2.3,1.07,13.2,453,-1.6840459479064454,2.54205166127066,3
26.6,74.1,3.2,9.8,17.3,4.5,1.1,10.0,362,-1.661327200774331,-0.630554726302059,3
31.5,71.2,8.1,16.1,17.1,8.3,1.47,9.0,615,0.061356665068574255,-0.7265397791900963,2
23.6,62.0,11.0,14.7,16.9,5.5,1.18,10.9,196,-2.1422802388360322,0.4027105070142132,3
22.3,65.4,4.8,6.2,24.6,5.7,1.11,17.6,395,-2.4949680088070774,-0.44526821581420456,3
26.4,45.9,0.5,5.4,15.7,3.7,1.06,13.3,478,-2.680055016521748,-0.6355269546874814,3
29.4,63.9,9.3,12.2,19.1,6.7,0.95,11.0,315,-1.6393042347604776,-0.11202351955441511,3
39.1,88.5,27.6,38.0,28.2,7.1,1.85,5.6,659,3.0145147242835497,0.48783622732416415,1
28.1,53.1,0.0,4.4,14.1,3.7,1.11,12.8,334,-2.733136932410627,-0.6607597538094926,3
38.0,75.2,7.0,32.7,40.7,15.6,2.57,3.2,786,4.601083717725191,-1.7575517621603465,1
25.9,62.5,2.3,15.8,22.5,9.2,1.31,6.8,430,-0.5356033651639241,-0.8057540525093522,2
25.3,40.1,0.6,4.5,23.8,6.5,1.09,12.3,444,-2.2279950775434796,-0.8398047155736537,3
30.1,77.9,2.7,4.7,11.4,3.4,0.96,11.5,235,-2.4196821253794947,-0.6077959918312439,3
23.6,43.1,2.5,8.1,17.1,5.9,1.01,11.8,205,-3.030566767511963,-0.12935606115944193,3
25.4,53.2,9.6,12.3,20.4,1.5,1.14,10.3,493,-1.7552557425857798,-0.035217298866800244,3
21.7,57.9,14.7,20.7,13.6,5.3,0.92,10.3,338,-2.2008944170902978,0.9371923742519832,3
35.0,53.1,33.5,41.7,25.0,11.0,1.85,6.3,573,2.122034284939184,1.5141722048721191,0
33.0,53.6,34.8,48.4,27.3,14.5,1.67,5.4,566,2.4477019434989495,1.7990662115279743,0
27.0,50.8,2.1,5.5,12.4,1.1,1.01,10.2,612,-2.2771054588744213,-0.700027157448832,3
25.7,54.3,39.2,47.7,22.9,5.0,1.05,12.6,430,-0.48140112839795646,3.1971183134407113,0
33.4,86.7,37.8,46.6,19.0,14.8,1.36,5.4,415,2.1486645352674554,1.9945649745496963,0
39.6,74.9,1.1,22.8,29.0,21.5,1.69,4.6,587,2.7862543844763037,-1.9446691623066779,1
33.0,84.1,1.6,23.8,31.4,-3.4,2.1,4.3,493,1.2280591874014215,-1.1207522949543611,2
23.8,40.2,8.8,12.3,27.9,6.9,1.0,11.1,317,-1.9800565149704512,0.040564868544384305,3
36.2,84.0,4.2,16.3,26.7,5.7,1.75,14.6,640,0.506633566253785,-1.2319832808458593,2
25.3,62.8,3.3,12.6,19.7,5.4,0.95,13.1,305,-2.332803673993591,-0.21661133555039497,3
23.4,68.9,14.2,18.2,18.4,6.7,0.93,10.7,265,-1.8057392171897715,0.6026636116430041,3
32.1,62.6,47.9,59.1,30.0,7.9,1.48,7.1,414,2.0380903867297637,3.390201516783833,0
22.9,45.9,4.4,9.3,12.6,5.9,1.01,10.1,223,-2.9430507853015753,0.035264111558429935,3
23.8,70.2,7.0,8.2,25.3,8.6,1.07,10.4,267,-1.4803444485648414,-0.5204036044519295,3
29.2,40.9,15.4,20.0,27.1,2.9,1.04,11.1,438,-1.364844122096193,0.5921203337588086,3
37.7,76.3,15.4,15.2,22.0,13.0,1.02,6.2,386,0.6225925573879568,-0.49009300250220633,2
28.5,45.9,1.5,5.9,23.7,3.2,0.89,12.8,483,-2.2726204785880952,-0.7296673088272607,3
19.1,54.7,9.4,15.5,16.9,4.7,0.92,10.3,531,-2.127046469579785,0.23984432385411128,3
23.6,80.8,2.6,8.3,22.9,4.3,0.97,10.5,509,-1.3871745490322944,-0.9313312901369335,3
28.8,72.9,11.0,13.4,25.7,11.0,1.29,6.5,364,0.1088975236040379,-0.623232072086033,2
37.1,105.9,2.5,17.2,28.3,14.5,1.63,5.5,501,2.286396135201815,-1.9616442574841315,1
22.2,79.3,39.8,49.8,22.4,5.6,1.49,5.5,351,0.935054963984694,2.8558263289689707,0
28.9,87.5,13.4,37.1,34.3,8.9,1.9,8.0,612,2.1824319627833604,-0.16488802025202517,1
37.6,81.0,11.8,29.5,39.5,22.3,2.32,3.8,616,4.45174302769806,-1.5422109120751797,1
29.7,70.4,6.0,8.6,17.4,3.2,1.42,8.5,586,-0.6634968743057701,-0.9310042548161634,2
32.5,64.6,5.5,13.3,29.7,11.6,1.74,5.5,485,1.1014229178821038,-1.381266113036106,2
36.2,56.8,27.1,35.3,30.8,8.1,1.47,5.7,388,1.3997751875858602,1.0772034887131978,0
26.7,65.0,1.3,8.7,22.5,4.4,1.05,10.5,208,-2.0732741565615527,-0.5986797134704385,3
18.5,60.0,20.8,22.7,24.0,6.7,0.89,11.8,541,-1.3868409217162245,1.0215630242494766,3
36.6,59.5,12.9,20.4,33.3,9.1,1.41,5.7,588,1.4180013144842756,-0.7081393505054471,2
36.9,63.1,25.6,34.4,22.9,10.9,1.31,5.3,646,1.7531471347423937,0.6946549899665494,0
34.5,77.7,6.2,7.1,25.6,8.9,1.71,8.1,500,0.6806111199535971,-1.5300023642146632,2
28.9,91.1,12.3,22.6,29.5,6.3,1.21,6.3,351,0.4792778829801721,-0.24455260401690931,2
33.6,63.7,4.7,13.0,24.8,2.7,1.46,6.5,368,-0.3438303917919622,-0.8347937891339047,2
27.9,104.7,7.3,17.6,28.4,17.3,2.43,5.0,505,2.83606895845806,-1.7720923029598294,1
21.5,51.7,5.2,11.1,22.5,3.9,0.87,11.7,497,-2.2793368472277047,-0.21223302354955903,3
23.8,72.4,2.9,9.6,23.0,3.5,0.95,10.9,384,-1.8760888660538786,-0.5985314343121022,3
33.5,77.4,14.6,23.4,29.4,7.5,1.59,6.1,480,1.289580928947318,-0.3690111334951535,2
24.2,69.8,4.9,9.5,18.5,3.3,1.03,16.0,423,-2.512479855762134,-0.25902388038122315,3
31.3,68.9,31.4,32.5,32.7,6.6,1.65,8.0,489,1.4624028924113834,1.1400196153815194,0
28.2,86.1,47.1,62.3,36.7,11.3,1.81,7.5,551,3.428822413427519,2.864311611480048,0
32.5,56.9,2.4,25.1,23.2,13.4,1.61,5.3,451,0.8006280179098803,-0.8412416070424336,2
18.4,75.1,10.7,15.3,17.4,5.8,1.03,12.5,553,-1.746114720060879,0.10150520951250229,3
26.7,71.4,9.4,22.3,31.4,10.3,1.55,7.7,688,1.1292998589417702,-0.7741273116869172,2
30.0,86.0,8.3,20.4,21.4,10.2,1.59,7.2,733,1.2584927542731044,-1.020890410671379,2
30.7,61.2,2.6,15.9,20.5,4.2,1.77,5.3,449,-0.0429418068455867,-0.9251629964889474,2
30.6,44.2,12.0,16.4,14.7,2.9,0.99,12.1,569,-1.8427500305323643,0.3307999153302776,3
25.4,59.3,5.6,8.4,11.9,4.3,0.9,10.4,465,-2.3127928268032725,-0.29296212603165384,3
33.3,80.0,33.8,48.2,38.3,3.7,1.61,5.1,507,2.594680800705131,1.6407726864837164,0
25.5,85.4,13.3,26.0,35.7,9.6,1.54,6.6,662,1.7035194857577245,-0.5691808560318355,2
32.6,79.8,33.1,45.2,32.1,5.2,2.61,4.2,731,3.8090725394466665,0.9749862945409515,1
29.9,56.3,13.9,16.1,13.0,3.3,0.99,10.2,519,-1.5625997873379314,0.3410419769070622,3
32.2,61.5,7.1,18.6,16.1,14.5,1.52,7.3,539,0.4167181040776564,-0.7616483293526985,2
26.6,70.9,5.9,18.2,26.9,11.7,1.5,5.3,573,0.8230150489038208,-1.034726357690577,2
25.2,71.0,10.8,14.9,14.6,5.8,1.05,12.6,479,-1.6927030471161468,0.09053647148486256,3
25.6,66.0,0.8,6.7,16.0,7.0,0.84,11.7,431,-2.1885866444733044,-0.7798822934871982,3
37.8,70.3,16.7,29.9,35.9,22.1,2.16,4.1,529,3.7999518419943223,-0.8982775029849611,1
23.6,50.5,19.6,25.4,21.6,5.0,0.96,10.5,294,-1.7447599374673537,1.3340654173131878,3
28.2,59.2,12.7,21.2,21.7,10.2,1.3,5.2,565,0.33379819389517656,-0.2151075803086687,2
30.1,54.1,16.8,24.6,16.8,8.2,1.02,11.1,201,-1.552295773848089,1.0389294709774988,3
26.4,78.1,1.8,9.9,27.0,6.6,1.06,14.6,552,-1.177349520949588,-1.0427749362922343,3
26.9,51.6,6.9,7.4,24.6,5.1,1.06,13.1,534,-1.7150094690863502,-0.5396377101231574,3
22.9,64.5,2.3,8.8,11.3,7.2,1.13,11.2,361,-2.3244503110077974,-0.45834764065012495,3
30.4,56.5,5.9,14.5,23.7,6.4,1.24,6.7,410,-0.573359485981687,-0.6066077677704758,2
23.1,63.0,9.9,17.8,25.0,5.4,1.03,10.2,403,-1.366113893704675,0.09759559217214431,3
28.2,78.9,0.1,6.9,26.0,10.4,1.55,6.5,679,0.7136766638510974,-2.005150912794245,2
26.7,60.0,7.1,11.0,20.2,5.9,1.01,10.8,349,-1.8017078930008974,-0.24553399259579636,3
33.4,85.5,55.9,60.9,36.0,10.2,1.64,3.7,698,4.322187808622527,2.9931036533366413,0
22.5,67.1,2.9,9.5,16.5,8.5,1.17,12.6,226,-2.328783922401658,-0.36566772438849215,3
25.1,66.6,38.5,43.4,18.5,4.3,0.92,12.0,326,-0.9183819678381877,3.119034986057574,0
18.5,54.0,5.2,7.7,22.7,3.9,0.86,14.1,415,-2.9344233608087467,-0.12193191911823922,3
22.7,44.0,13.0,16.1,16.1,3.4,0.95,12.9,330,-2.839182461965501,0.8524736887669718,3
30.8,60.3,36.6,44.7,25.3,12.1,1.84,5.1,386,1.9618178708150624,1.993412465456237,0
36.1,61.6,1.1,10.7,21.5,8.5,1.76,7.0,567,0.5373579649385741,-1.5969930435491333,2
34.8,61.8,6.8,15.5,23.5,9.6,1.47,6.0,404,0.3423553384336009,-0.8628458206394534,2
23.6,55.5,2.7,7.8,20.8,5.6,1.04,10.6,481,-1.9038561748905394,-0.6816917529682462,3
27.6,89.1,23.7,36.4,35.4,17.2,1.79,4.2,817,3.674957314892422,-0.1754286625356214,1
19.0,55.4,9.4,14.5,24.3,4.5,1.03,10.6,478,-1.8380497701211842,0.08312615883408823,3
29.6,53.8,10.8,18.5,25.5,4.8,1.53,5.8,436,-0.08191855554835714,-0.24484279924103178,2
34.2,62.7,40.0,50.3,23.8,9.3,1.5,5.1,416,1.8732990867648447,2.505270212623013,0
39.6,94.6,10.4,33.3,28.4,17.3,2.11,3.8,533,3.6517385625598195,-1.1113795858271476,1
30.9,74.6,24.0,28.9,23.6,7.7,1.01,10.7,217,-0.5124484926075388,1.2671967758205729,3
31.4,78.3,8.2,14.1,23.5,5.6,0.87,11.2,225,-1.3621157175456806,-0.2138940560644355,3
33.6,88.9,23.3,40.6,31.1,13.5,2.29,7.3,405,2.9596319947669882,0.43830771094806537,1
22.4,54.5,0.0,4.6,20.6,7.5,0.74,11.4,326,-2.69829005362872,-0.6889153686860569,3
30.2,77.9,28.8,37.8,31.5,6.9,1.5,9.1,356,1.0638986341979744,1.4022874414883202,0
20.7,48.7,5.9,11.1,14.7,6.9,0.89,11.7,581,-2.3478836893227486,-0.1520995177238987,3
27.0,45.3,1.8,14.1,34.1,11.4,1.64,6.5,615,0.5875457856007711,-1.395194639211782,2
33.7,67.9,1.4,13.4,26.2,16.4,1.84,4.9,742,2.0231655852044916,-2.0977330269359076,2
26.0,81.8,8.4,20.4,28.8,5.6,1.49,5.5,596,0.7803842876565366,-0.7564703703119631,2
30.0,58.9,10.5,25.9,33.6,12.6,1.28,7.2,347,0.5464306696489706,-0.18554767151069784,2
29.7,93.5,2.9,21.9,30.5,10.0,1.79,3.7,816,2.5010498888118713,-1.8036193218949021,1
44.9,82.7,33.8,51.4,32.1,14.7,2.49,3.8,514,4.914785471472739,0.9059461868899467,1
31.2,72.8,2.2,11.3,25.6,12.6,1.88,3.9,432,1.1568918402363537,-1.693327249331841,2
25.1,70.9,16.8,33.0,37.1,9.1,1.05,6.3,569,1.0158854211778836,0.3187389927790686,2
30.8,53.5,9.2,15.4,27.5,7.9,1.04,10.8,220,-1.287373495499381,-0.05593503572940957,3
27.3,71.0,8.3,11.9,13.5,11.1,1.13,12.0,390,-1.4014791096355972,-0.3218615888302789,3
34.3,70.1,0.5,19.9,32.1,14.8,2.04,5.0,551,2.196608262945083,-1.8326348458706276,1
26.8,63.3,1.7,5.3,17.3,2.0,0.92,11.3,481,-2.240405520445208,-0.761989341601523,3
22.0,51.1,26.0,27.3,23.0,8.2,1.03,14.4,384,-1.5684832595014593,1.7161778420983638,3
25.5,66.7,45.1,51.2,18.8,3.7,0.92,10.4,574,0.06872467648590751,3.498933259203415,0
24.3,42.3,2.3,9.7,26.4,5.6,1.1,10.1,558,-1.5438741102534685,-0.7529753952581063,3
21.6,53.1,45.7,49.9,16.5,6.5,0.88,10.7,348,-0.9093378881487675,3.9555281803917985,0
41.4,55.0,14.8,28.8,27.7,16.4,1.32,5.0,297,1.4810082673403893,-0.10024551520888209,2
32.3,46.7,20.8,34.7,30.4,11.4,1.33,5.3,677,1.542414848185156,0.4959144985744624,2
30.2,77.4,9.5,26.4,20.9,10.8,2.29,3.7,648,2.178858394746852,-0.8780391500781674,2
28.9,73.1,5.6,10.3,17.0,5.6,1.02,10.8,303,-1.7111884796904193,-0.425797212359637,3
32.0,81.6,3.1,11.0,28.0,11.0,1.31,6.1,531,0.7931919782267058,-1.613614642151726,2
35.0,85.2,47.4,62.5,24.0,8.8,1.87,9.2,641,3.112466104589453,2.997783612498937,0
35.2,57.6,46.5,59.0,22.3,4.7,1.37,5.3,650,2.093906070376861,3.2314911359319054,0
20.2,65.4,6.2,13.1,26.1,8.5,0.94,11.0,338,-1.7168059779780662,-0.2510298682156168,3
29.0,44.6,21.2,28.0,19.6,3.3,1.2,11.1,545,-0.9713187431706767,1.2089171020827345,3
23.5,61.4,10.9,17.5,14.3,4.4,0.87,14.3,443,-2.4762444103314016,0.5509601493660815,3
26.7,56.6,6.8,23.6,28.6,13.8,1.67,6.2,546,0.9227027788144455,-0.707377234579406,2
37.3,49.5,13.1,28.5,31.0,14.0,1.52,6.4,300,1.1179289925609752,-0.06335132890931057,2
31.1,78.2,42.5,55.7,30.5,10.4,1.49,11.5,628,2.2559762707545405,2.6300325174162547,0
15.5,64.8,19.6,23.4,25.5,4.6,0.91,11.1,230,-2.096977969968928,1.3635548296208089,3
26.8,71.2,9.5,22.8,20.4,14.0,1.54,6.2,367,0.3752224447395353,-0.32281899201057807,2
26.8,55.2,3.6,8.0,20.7,5.6,0.76,12.2,575,-1.9562725338150397,-0.6593831925954992,3
22.9,68.2,1.6,7.3,22.8,3.3,1.06,12.7,356,-2.2662224093378573,-0.6357528603013677,3
35.4,78.8,14.3,23.8,26.8,14.0,1.3,7.3,346,1.0696321916275666,-0.29124923365479305,2
21.7,53.7,9.6,17.2,26.1,5.8,0.97,10.2,536,-1.3590781626350426,0.01722190702167813,3
20.5,80.3,12.6,25.9,33.0,11.4,1.44,6.1,433,0.7649636629313499,-0.16078459378145216,2
45.1,102.9,16.4,49.1,38.4,18.7,2.06,4.8,638,5.25003986840168,-0.6353761089992674,1
25.0,81.8,20.2,28.7,17.5,2.3,1.06,10.6,386,-1.0662185011924417,1.1986308581344305,3
32.2,70.9,37.9,56.7,37.8,16.2,1.54,4.8,388,3.1773413057895397,2.1341516201616475,0
22.1,46.7,0.8,6.3,26.0,3.1,0.98,10.0,469,-2.177627675080925,-0.7508486048630596,3
30.4,77.0,10.0,14.8,15.5,3.1,0.9,10.1,386,-1.4711659827000687,-0.02958064606835736,3
24.5,65.3,29.4,38.1,33.4,2.0,1.23,6.0,616,0.8560002553087639,1.5147596515380346,0
26.5,69.0,9.7,19.6,18.3,4.7,0.95,15.6,262,-2.345396210047302,0.5488685522606774,3
24.1,60.7,12.6,17.7,22.8,5.3,1.02,12.7,403,-1.705138009355207,0.38902092737905625,3
26.0,54.4,2.3,10.6,21.1,4.6,1.09,10.9,344,-2.0426739988770013,-0.4666212279680484,3
25.8,64.7,3.3,8.4,26.6,4.3,0.98,10.2,226,-1.913005740457046,-0.5571350210863668,3
31.3,102.2,15.4,33.6,29.6,21.0,1.88,4.1,466,3.306743424835311,-0.6392985652118643,1
36.2,58.4,2.0,14.7,22.9,5.9,1.17,5.5,533,-0.000120877599403188,-1.1257725508991965,2
23.2,60.9,3.7,4.0,14.5,4.2,1.02,13.9,381,-2.8837535735266395,-0.41649178808659226,3
26.5,64.6,36.9,37.9,20.8,5.0,0.98,13.0,359,-0.8538736078696836,2.687969182818974,0
25.5,57.8,1.4,7.7,33.0,9.5,1.96,6.9,481,0.3958501381056972,-1.6267643771163738,2
32.4,66.1,9.1,16.0,13.9,4.6,1.02,11.4,283,-1.7649694943074257,0.1340516253609443,3
21.5,45.8,8.2,11.2,23.2,2.4,1.12,10.4,585,-1.8371764261166703,-0.1673536005454578,3
39.2,68.0,4.0,18.4,30.2,16.8,1.77,3.8,763,2.842136552809639,-2.0151162890813556,1
30.7,85.3,26.1,34.1,24.6,9.8,1.59,5.6,602,1.9632651741100173,0.6263096249951277,0
32.2,57.0,22.8,34.4,25.7,5.8,1.5,7.0,509,0.7867668347082835,0.9645424389105233,0
