,Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density
3854,33.2,76.6,6.9,23.1,31.0,17.1,2.06,4.8,804
3855,26.6,67.5,5.0,6.7,24.6,2.0,0.96,10.9,444
3856,23.0,66.7,8.8,12.3,16.8,4.8,1.08,10.4,316
3857,46.3,91.0,27.0,51.7,37.3,20.2,2.14,4.1,624
3858,23.9,43.8,0.3,7.9,26.4,5.3,0.98,11.8,415
3859,24.0,55.5,6.4,8.6,10.8,4.8,0.89,11.5,456
3860,31.8,68.4,6.7,12.6,23.8,8.3,0.86,10.3,326
3861,27.9,60.9,1.9,6.7,14.5,5.6,1.0,11.0,383
3862,30.5,70.7,23.4,30.5,32.8,10.8,1.49,7.5,466
3863,41.5,106.1,2.5,16.1,41.6,22.9,2.33,9.7,629
3864,31.7,53.6,24.2,36.1,23.3,6.4,1.36,5.4,566
3865,40.9,69.5,31.1,53.4,39.3,14.0,1.69,5.5,465
3866,23.3,49.0,29.4,36.6,12.6,6.6,0.82,10.7,362
3867,20.7,71.2,0.5,9.4,11.4,4.4,1.09,10.9,207
3868,21.9,58.3,2.7,5.6,20.6,7.3,0.9,11.1,493
3870,24.3,77.2,3.2,8.5,15.1,5.1,1.22,10.1,385
3872,29.2,78.4,17.6,24.9,21.5,1.9,0.97,10.1,285
3873,25.7,51.6,17.3,20.6,16.9,7.5,1.07,10.7,454
3874,39.3,57.3,39.6,59.1,22.0,17.7,1.64,4.7,573
3876,29.6,72.1,2.0,6.6,17.4,6.4,1.06,10.7,353
3878,26.8,50.0,1.5,7.4,21.0,8.1,1.02,10.4,606
3879,26.0,79.9,22.6,28.3,22.7,5.9,1.37,12.0,323
3880,30.1,83.5,10.2,15.6,23.6,18.2,1.73,14.0,676
3882,38.5,55.8,12.3,32.1,24.8,9.4,1.75,5.6,312
3883,45.5,84.9,7.2,17.4,39.1,17.0,2.09,3.4,861
3884,31.0,77.2,42.9,56.6,29.3,9.2,1.4,6.7,611
3885,25.0,77.4,1.4,5.8,14.7,6.3,0.84,11.0,288
3886,26.9,60.6,1.2,6.4,20.5,7.6,0.92,11.6,267
3887,24.9,57.7,0.9,4.9,18.0,6.1,1.25,11.9,302
3888,36.1,55.2,5.6,17.2,23.0,9.5,1.7,5.7,317
3890,36.4,78.0,50.8,57.2,22.6,8.5,1.55,5.3,583
3891,26.8,41.9,8.4,13.8,26.3,6.2,1.06,14.4,494
3892,29.8,84.3,0.6,14.0,34.6,14.2,1.61,5.4,506
3893,24.7,49.4,8.4,14.8,15.7,6.5,1.2,10.2,194
3894,30.3,70.8,4.2,9.9,21.9,5.5,1.16,11.2,401
3895,27.2,88.1,12.8,31.5,23.5,14.0,1.94,3.4,576
3896,23.9,79.6,28.7,32.2,18.7,3.0,1.1,12.0,454
3897,40.0,88.6,4.5,25.7,31.0,20.5,2.11,4.6,709
3898,27.6,61.3,1.5,12.0,28.7,11.6,1.63,5.1,581
3899,16.5,66.4,11.7,15.8,11.7,3.6,0.97,13.5,548
3900,29.5,84.6,40.6,51.7,25.4,11.5,1.75,9.5,418
3901,19.6,47.2,0.9,7.5,23.2,3.8,1.02,10.5,380
3902,29.5,54.6,40.8,48.3,30.7,9.5,1.52,5.0,642
3903,29.2,62.5,4.2,7.0,26.5,13.5,1.07,6.1,630
3904,20.0,79.9,2.0,7.3,15.2,5.1,1.06,10.5,244
3906,33.6,90.6,16.7,22.9,33.8,10.0,1.69,15.4,486
3907,34.9,84.1,1.5,20.1,22.5,2.5,2.15,3.6,646
3908,25.8,56.9,2.7,10.1,17.2,2.6,0.84,11.1,569
3909,26.2,56.5,20.4,28.2,14.2,-0.4,0.88,12.4,427
3910,37.0,72.5,22.8,30.2,25.5,10.9,1.16,5.4,318
3911,26.1,81.9,9.5,19.1,36.1,14.8,1.62,5.9,455
3912,41.1,70.0,30.3,40.1,36.4,7.6,2.51,5.0,647
3913,30.5,55.3,6.3,18.2,21.9,15.1,1.45,5.2,391
3914,32.7,60.5,13.5,27.2,22.9,9.3,1.45,8.7,322
3915,27.8,72.8,2.0,8.5,27.8,4.0,1.01,10.4,253
3916,21.9,42.8,3.3,5.8,19.3,3.9,1.12,13.0,546
3917,27.2,66.4,13.0,16.3,23.5,4.9,1.08,14.0,428
3918,31.0,80.4,3.3,13.9,29.6,7.1,1.31,7.1,353
3920,26.7,68.4,2.8,10.4,24.4,2.3,1.12,11.6,545
3921,23.4,77.4,25.1,28.6,26.1,5.7,1.09,12.0,201
3922,25.1,45.2,5.6,10.3,14.7,3.1,1.01,12.0,566
3923,31.3,70.5,13.7,23.4,28.6,10.6,1.69,5.9,647
3924,39.0,80.7,1.3,21.3,24.2,10.8,1.65,3.8,448
3925,24.8,86.3,14.3,21.5,22.7,12.2,1.27,8.6,419
3926,35.9,49.6,8.2,26.0,20.0,8.4,1.57,5.0,361
3927,39.4,57.0,11.2,26.3,28.7,20.4,2.01,3.8,468
3928,27.5,49.8,1.3,9.3,24.8,8.5,1.11,10.7,589
3929,35.6,64.8,16.1,30.3,32.2,1.1,1.65,5.9,640
3930,25.0,57.3,0.8,6.7,27.1,3.6,1.12,10.7,267
3931,36.4,72.1,37.2,45.7,29.1,9.6,1.45,9.8,312
3933,30.1,49.0,7.7,14.5,20.2,7.6,0.98,11.0,465
3934,28.2,60.6,14.5,19.4,23.0,6.0,1.16,14.3,360
3935,26.3,67.0,6.1,12.5,16.3,6.0,1.04,18.0,559
3936,30.4,80.0,10.6,17.9,19.3,3.8,0.87,12.5,464
3937,23.9,39.6,1.3,5.7,23.2,6.4,0.93,11.2,569
3938,24.6,48.9,6.5,14.6,17.0,4.6,0.96,12.1,264
3939,22.7,53.9,8.1,12.7,23.5,7.1,1.2,10.3,487
3941,21.1,47.7,22.5,26.8,18.5,6.1,1.1,12.2,492
3942,20.2,76.4,32.9,38.5,21.7,5.4,1.0,12.4,501
3943,30.6,65.6,28.7,38.2,21.5,14.8,1.48,8.3,383
3944,28.2,65.2,30.0,40.9,15.7,9.2,1.5,5.4,541
3945,28.4,66.1,35.2,50.0,24.8,7.8,1.2,6.5,311
3946,32.6,78.7,7.1,20.4,30.9,6.4,1.52,5.7,352
3947,43.8,106.8,4.6,19.2,32.8,21.2,2.34,4.1,425
3948,27.2,46.7,3.4,5.6,17.2,4.1,1.0,13.1,468
3949,18.1,61.3,7.8,12.3,12.9,7.3,1.04,10.1,218
3950,30.0,54.7,38.3,43.8,32.8,7.7,1.28,6.7,610
3951,31.9,74.5,31.9,40.6,36.4,9.7,1.45,6.7,494
3952,42.2,76.5,39.0,53.0,31.2,13.5,2.3,5.2,458
3953,34.6,48.6,4.5,15.6,26.6,13.0,1.42,12.0,410
3954,25.8,51.5,9.2,12.9,17.5,0.2,1.26,11.8,452
3955,35.7,83.1,8.1,20.2,24.9,9.4,1.4,7.2,564
3956,27.7,79.4,10.8,16.8,14.0,7.7,0.92,10.3,348
3957,21.4,60.3,17.6,22.3,15.8,5.7,0.98,11.6,284
3958,21.0,51.0,4.5,9.4,18.6,7.8,1.01,10.5,254
3959,24.8,53.7,2.6,8.7,17.6,8.2,1.2,10.9,280
3960,22.6,75.5,55.8,63.3,30.0,7.7,1.33,5.9,361
3961,28.4,81.5,6.7,11.7,17.6,2.9,0.93,12.9,580
3962,28.3,76.6,10.3,17.8,37.4,5.2,1.38,7.1,540
3963,28.2,90.6,17.2,27.5,32.3,17.4,2.07,9.1,680
3964,21.6,64.6,0.3,7.9,14.7,4.9,1.05,10.3,380
3965,31.0,79.6,17.3,30.5,31.4,5.1,1.69,8.9,347
3967,25.7,82.4,44.6,54.5,21.2,5.8,1.44,5.2,580
3968,30.6,80.3,4.5,13.8,25.9,4.9,1.32,5.0,333
3969,32.4,61.8,23.0,43.4,19.5,17.0,2.05,3.8,463
3970,23.2,40.5,3.0,6.5,21.1,6.4,0.94,11.4,337
3971,35.1,47.6,23.8,31.7,26.6,14.5,1.35,6.9,565
3973,36.0,65.6,7.3,21.8,24.2,13.9,1.99,5.9,393
3974,23.8,58.4,13.1,23.2,11.3,6.3,0.94,10.0,437
3975,24.1,49.2,11.7,17.1,22.3,6.4,0.98,13.6,334
3976,26.0,79.4,4.8,18.1,19.5,10.1,1.86,6.7,525
3977,34.9,81.1,38.2,52.3,20.9,7.5,1.68,5.5,672
3978,27.2,78.3,43.1,43.8,15.1,2.4,0.97,12.3,397
3979,26.5,76.9,2.5,7.6,19.6,4.5,1.0,11.3,500
3980,35.0,82.9,27.4,32.6,25.5,7.6,1.5,7.2,344
3981,26.0,54.7,7.7,16.9,17.2,6.9,1.05,17.2,333
3982,23.0,52.0,14.1,15.5,20.1,4.9,0.76,11.9,497
3983,25.6,63.4,16.1,20.9,24.1,2.9,1.04,10.9,303
3984,21.4,39.3,19.4,26.4,21.7,4.7,1.1,12.2,428
3985,19.7,75.2,1.2,5.2,12.8,5.4,0.93,10.7,527
3987,37.5,76.6,9.3,10.1,32.2,15.0,1.29,5.1,669
3988,34.1,76.6,6.5,21.3,30.6,12.5,2.12,7.3,421
3989,32.5,67.4,1.1,9.2,31.0,16.5,1.56,3.4,512
3991,29.4,94.1,0.9,7.1,24.5,12.2,1.24,6.4,648
3992,27.8,64.8,7.9,13.3,25.1,4.7,0.99,10.4,223
3993,22.5,55.4,4.7,5.6,20.4,4.6,0.93,14.8,371
3994,39.4,55.7,1.0,11.4,33.1,10.3,1.27,6.2,416
3995,25.3,60.8,10.2,15.7,16.2,5.0,1.18,15.3,406
3996,35.4,84.1,45.6,62.3,31.4,5.6,1.26,7.0,638
3997,26.4,63.7,7.3,11.2,30.1,11.6,1.13,8.7,507
3998,22.4,77.8,17.2,22.0,14.3,2.7,0.83,11.9,410
3999,25.8,65.6,13.5,15.2,23.0,3.9,1.09,18.9,368
4000,24.9,45.7,3.1,9.4,18.8,7.0,1.08,10.3,275
4001,26.2,64.8,3.2,11.1,24.5,8.6,0.89,10.3,427
4002,23.6,66.3,10.2,20.6,18.0,8.4,1.64,5.5,581
4003,30.8,47.2,28.0,33.6,28.4,14.6,1.27,5.3,316
4004,23.2,71.3,8.2,13.1,25.7,8.1,1.04,10.5,218
4005,28.9,75.0,17.8,26.6,20.0,17.2,1.53,6.9,346
4006,23.5,67.0,1.8,6.8,19.6,4.0,1.07,10.8,320
4007,26.1,63.1,15.8,19.1,22.7,4.6,0.89,10.5,249
4008,35.5,79.5,19.1,40.9,41.3,5.0,2.0,7.0,650
4009,27.7,70.0,28.1,31.1,23.0,7.5,0.98,10.0,538
4010,29.5,58.6,6.1,17.5,32.6,17.0,1.19,5.0,311
4011,30.7,77.7,36.5,46.0,24.2,9.1,1.5,6.5,345
4012,23.7,50.0,13.4,22.0,21.2,16.8,2.07,8.1,588
4013,22.4,50.0,15.7,21.1,16.0,5.7,1.06,13.4,433
4014,23.5,74.6,4.0,7.4,25.3,6.6,1.12,11.2,239
4015,30.8,85.5,18.6,44.4,31.0,8.1,2.25,4.0,770
4017,31.0,72.1,1.5,17.4,28.5,5.9,1.7,5.1,332
4018,31.0,69.1,15.4,29.6,24.8,5.7,1.62,6.2,704
4019,40.1,88.5,1.3,13.3,35.7,18.2,2.2,6.6,453
4020,32.9,66.0,7.6,11.9,22.8,11.4,1.67,6.9,686
4021,29.6,75.1,6.1,14.0,25.6,9.5,1.52,8.2,649
4022,22.8,66.4,9.3,12.7,13.9,4.0,0.87,10.7,579
4025,19.9,46.2,15.4,22.1,17.9,7.8,1.07,16.9,568
4026,27.6,57.9,0.3,8.8,12.9,5.1,1.08,10.2,265
4027,24.6,76.2,19.7,25.0,20.5,9.2,0.95,10.3,400
4030,22.3,53.9,28.5,47.9,30.2,12.6,1.44,5.9,614
4033,25.4,65.3,30.5,34.7,21.9,5.2,1.41,10.8,527
4034,29.2,70.2,9.6,14.3,21.9,3.8,1.03,11.1,262
4035,25.2,60.0,6.8,12.0,25.3,3.8,1.02,11.2,509
4036,19.0,77.1,7.9,11.1,14.2,1.7,1.0,13.8,199
4037,26.0,45.1,24.7,28.7,21.4,1.9,1.12,11.9,397
4038,28.4,51.8,8.3,16.6,20.4,2.4,0.98,11.0,549
4039,34.5,74.3,6.3,22.0,33.5,18.0,1.91,4.7,568
4040,24.9,61.5,11.5,14.6,25.8,4.9,1.0,10.9,336
4041,31.7,52.1,24.3,30.1,15.3,6.0,0.91,13.8,418
4042,22.5,65.5,0.8,8.2,13.3,4.7,1.07,10.3,526
4043,24.6,49.7,25.1,26.5,16.4,7.9,1.22,11.2,236
4044,23.1,63.6,9.9,15.5,18.1,3.9,0.98,15.0,205
4045,29.6,54.1,9.8,20.3,28.7,15.3,1.39,9.8,690
4046,27.3,53.4,6.7,13.6,24.0,6.7,0.99,10.6,208
4047,22.5,59.8,0.7,12.6,30.5,5.2,1.37,8.8,718
4048,27.3,62.8,2.4,5.1,14.2,2.7,1.02,10.6,538
4049,25.2,75.4,7.6,14.2,30.4,2.9,1.46,6.0,536
4050,32.8,99.6,2.2,8.0,33.6,21.5,1.92,5.5,664
4051,41.9,68.4,15.5,26.3,29.2,18.5,1.4,4.5,387
4052,34.8,88.8,12.6,30.8,25.3,8.4,1.49,8.7,431
4053,29.8,90.6,5.0,34.0,35.8,9.8,1.78,10.6,492
4054,26.5,84.8,47.4,59.2,25.7,7.4,1.49,6.4,471
4056,26.7,70.2,51.1,56.7,32.8,5.4,1.42,6.3,592
4058,36.3,57.5,15.0,34.4,36.2,17.1,2.36,3.7,446
4059,28.9,70.9,33.0,38.7,13.7,4.1,0.89,11.0,486
4060,28.3,77.3,13.0,21.6,33.2,9.3,1.77,7.5,542
4062,34.4,65.0,21.5,34.5,24.3,10.3,1.57,8.6,583
4063,24.1,55.9,32.3,39.5,14.8,2.7,1.13,17.4,567
4064,35.5,55.7,41.5,52.6,37.1,8.7,1.17,9.2,546
4065,23.8,77.4,5.1,10.1,13.0,7.9,0.84,10.1,315
4066,22.4,66.0,24.6,32.1,20.6,6.2,0.8,11.2,257
4067,26.1,62.1,18.2,26.6,19.8,8.0,1.88,5.1,629
4068,21.9,49.8,11.2,16.3,24.9,8.5,1.12,12.6,507
4069,27.8,42.0,20.7,24.5,18.2,2.9,0.89,13.2,253
4070,25.7,41.1,2.4,9.2,13.4,4.9,1.01,15.8,544
4071,23.8,62.8,27.0,40.5,29.6,3.6,1.74,6.5,417
4073,28.3,72.7,4.7,8.4,13.2,5.8,0.94,10.5,246
4074,26.2,79.1,28.3,31.9,21.7,7.6,0.93,11.1,230
4075,24.2,41.9,14.0,18.5,24.5,6.8,1.01,10.4,361
4078,34.9,57.0,10.2,23.2,21.0,5.3,1.59,8.1,612
4079,26.4,75.1,3.5,8.5,25.1,2.1,0.96,13.4,543
4080,22.5,58.3,25.8,32.3,26.9,3.3,0.97,10.3,501
4081,24.0,62.2,4.4,5.9,28.8,7.6,1.07,12.3,528
4082,18.6,66.2,6.2,11.5,15.9,4.7,1.13,12.1,448
4083,29.0,67.2,14.9,20.0,24.3,6.5,0.84,10.2,524
4084,40.5,83.3,8.8,30.9,22.9,14.1,2.11,8.6,757
4085,25.0,68.8,0.4,5.6,14.1,5.1,0.94,10.4,595
4086,25.1,48.3,46.2,56.6,17.7,6.5,1.8,7.3,353
4087,32.6,83.8,5.5,13.0,30.8,12.2,1.73,7.2,363
4088,29.2,45.3,10.3,17.7,21.6,6.8,0.92,11.1,219
4089,22.0,58.4,17.9,21.6,12.3,6.1,1.0,14.1,600
4090,36.1,69.1,6.8,16.2,18.7,5.9,1.15,5.0,630
4091,25.2,39.1,8.8,19.7,23.0,6.7,1.1,15.0,249
4092,28.7,78.9,26.8,38.0,36.2,6.2,1.69,5.4,484
4093,23.7,62.5,1.1,7.4,15.1,5.7,1.09,14.8,258
4094,24.4,56.1,9.8,15.5,15.5,4.9,0.98,10.3,524
4095,21.1,59.4,28.0,37.8,33.8,11.5,1.32,5.4,496
4096,29.8,55.1,15.4,27.0,28.8,20.8,1.69,6.5,602
4097,28.2,84.8,19.4,23.4,27.0,6.8,1.65,6.3,661
4098,36.3,83.6,43.6,55.0,27.9,10.0,1.17,7.2,512
4100,26.3,50.3,2.4,8.4,16.8,2.9,0.98,11.1,603
4101,25.3,45.7,12.5,27.4,28.8,9.0,1.37,5.4,525
4102,23.6,67.9,13.6,31.3,32.5,12.4,1.48,6.2,309
4103,35.3,106.9,35.7,60.3,41.7,16.1,2.54,5.6,857
4104,31.0,66.7,5.9,19.3,29.4,14.0,1.44,5.4,633
4106,28.1,62.6,19.4,29.4,16.2,12.3,1.77,7.1,676
4107,32.9,79.1,1.5,6.7,30.9,20.2,1.77,5.5,344
4108,34.8,66.4,10.7,17.1,20.8,4.1,1.08,12.9,353
4109,23.8,79.7,12.7,27.5,30.4,9.9,1.85,3.6,568
4111,24.6,66.9,14.4,19.2,25.2,5.9,1.01,10.3,279
4112,26.7,48.8,20.7,26.9,11.6,5.3,0.97,10.6,385
4113,20.1,77.9,1.4,4.9,14.9,2.1,0.88,10.5,536
4114,22.0,50.1,4.9,10.0,23.8,2.4,1.05,12.8,493
4115,29.4,52.1,7.2,18.1,19.6,2.5,1.62,8.6,613
4117,29.8,76.0,16.3,27.6,25.8,20.8,1.29,8.9,510
4118,29.9,67.5,1.6,8.5,30.0,12.8,1.45,5.1,615
4119,22.4,52.4,2.8,11.1,19.1,6.3,0.83,10.3,339
4120,31.5,89.3,5.7,16.1,19.6,2.9,1.59,7.5,424
4121,26.3,73.3,17.7,23.6,35.2,14.1,1.77,6.3,482
4122,27.4,47.7,10.9,12.6,23.7,4.7,1.08,11.3,494
4123,17.9,70.1,1.2,8.3,23.9,6.3,1.18,13.8,487
4124,43.7,80.1,45.4,49.7,27.4,17.9,2.1,8.7,561
4125,29.0,61.4,11.0,17.4,36.6,10.8,1.52,10.7,326
4126,19.5,49.8,21.5,25.5,23.9,6.5,1.07,12.0,503
4127,27.6,67.0,1.5,18.1,28.8,10.5,1.38,5.8,406
4128,28.5,81.2,4.0,16.4,22.1,11.3,1.52,5.7,391
4129,41.6,86.7,0.3,13.9,31.3,17.5,1.96,3.7,773
4130,26.5,59.3,6.2,10.5,12.4,3.6,0.83,10.1,386
4131,24.4,63.5,3.0,6.7,17.4,5.0,0.96,15.5,223
4132,33.4,44.1,13.2,16.1,16.5,11.6,1.28,6.0,643
4133,35.3,55.2,3.9,8.9,34.3,7.4,1.72,5.7,606
4134,26.8,66.2,4.6,10.8,18.0,3.5,0.96,12.9,422
4135,31.6,68.2,3.4,14.1,20.2,8.8,1.56,5.2,423
4136,34.5,60.1,18.8,26.3,27.4,15.4,1.65,5.1,616
4137,23.6,67.8,3.9,5.1,23.3,5.0,1.01,10.4,461
4138,41.1,103.3,40.8,53.1,38.5,12.6,1.61,7.4,602
4139,27.3,45.7,3.0,8.6,10.5,7.1,0.96,10.8,426
4140,24.5,64.6,10.4,15.2,27.3,8.0,1.09,11.1,601
4141,20.7,68.5,3.1,5.5,9.2,9.8,0.87,10.3,333
4142,17.2,65.1,7.8,11.3,24.1,3.6,0.94,11.8,566
4143,36.1,81.4,44.9,50.8,33.5,15.6,1.42,5.3,660
4145,34.7,74.8,6.6,19.6,26.4,12.7,1.6,8.5,304
4146,20.0,65.8,5.6,12.5,11.6,5.5,1.1,13.4,373
4148,31.7,106.5,14.7,21.2,33.0,18.0,1.98,4.1,661
4149,31.3,89.6,1.7,17.0,25.1,17.2,2.18,4.2,832
4150,26.1,63.3,11.1,13.7,23.7,4.5,0.89,14.7,450
4151,33.1,77.3,20.9,31.9,42.9,11.7,2.11,4.1,672
4152,31.0,55.7,3.8,5.4,17.5,2.9,1.16,11.8,332
4153,30.8,81.0,11.7,27.0,21.7,6.0,1.73,9.4,443
4154,31.4,58.6,4.2,10.7,22.2,20.4,1.81,6.6,632
4155,34.7,75.4,4.1,14.9,30.3,9.3,1.12,5.6,563
4156,25.3,73.3,21.1,21.0,15.4,8.5,1.14,10.4,498
4157,28.6,54.9,8.3,14.9,24.1,5.0,0.96,10.7,521
4158,26.9,73.1,4.4,9.2,21.4,5.7,0.88,11.9,523
4159,33.7,81.3,3.8,16.9,26.0,8.5,1.31,8.7,676
4160,22.9,57.9,2.7,8.4,22.8,2.9,1.03,12.8,521
4161,33.5,76.3,1.0,25.2,17.4,19.0,2.47,3.4,666
4163,35.3,86.1,14.4,37.9,27.8,17.2,1.91,5.5,568
4164,37.3,91.6,28.9,30.2,34.7,8.9,2.11,3.9,754
4165,22.3,45.3,7.0,8.3,27.1,8.2,0.87,11.1,316
4166,27.7,72.5,22.7,39.6,23.6,8.4,1.43,5.1,529
4168,37.9,83.9,0.6,4.9,32.1,12.8,1.78,5.6,292
4170,27.1,70.1,29.2,32.2,16.8,7.1,1.08,10.4,289
4171,21.9,59.7,9.7,12.0,17.5,4.0,1.07,13.8,524
4172,23.7,39.2,6.9,13.2,21.8,3.8,0.94,11.8,576
4173,39.0,73.4,34.2,49.8,38.3,19.1,2.36,3.8,765
4175,26.0,88.4,14.3,31.1,35.1,16.7,2.26,3.9,745
4176,20.8,61.9,3.0,9.6,14.8,8.5,1.06,11.3,491
4177,28.5,58.9,1.7,9.0,10.1,0.0,1.0,11.0,536
4178,22.7,67.6,3.7,12.5,20.9,1.1,1.08,11.7,403
4179,23.3,77.5,10.3,17.6,20.0,6.1,1.21,10.7,530
4180,24.6,62.1,29.9,32.6,15.3,4.3,0.82,10.3,248
4181,26.5,60.1,12.1,18.9,9.9,4.4,0.92,10.2,205
4182,34.9,85.0,0.9,7.9,24.2,17.6,1.38,5.4,438
4183,31.6,74.8,28.5,45.8,25.4,16.3,2.29,4.7,782
4184,32.1,53.9,7.5,16.9,29.2,18.1,1.59,5.3,328
4185,30.1,54.1,18.3,29.2,25.5,4.3,1.62,6.1,532
4186,21.0,67.4,1.7,7.0,19.1,6.6,1.07,13.4,603
4187,32.5,71.2,9.2,39.4,38.5,21.3,1.55,4.6,500
4188,26.7,54.1,27.6,31.9,20.8,11.6,0.97,11.1,213
4189,35.8,84.5,0.2,11.8,32.1,6.8,1.38,5.9,352
4190,25.5,49.5,16.6,20.5,24.3,2.8,0.94,10.4,227
4192,22.6,75.1,0.1,5.2,11.7,7.7,0.94,11.4,264
4193,26.7,54.8,5.8,11.3,15.8,4.5,1.25,11.8,565
4194,26.3,83.1,29.7,48.0,33.0,8.2,1.56,6.0,579
4195,23.8,61.3,3.1,4.7,25.4,7.9,1.06,12.5,238
4196,26.1,76.9,9.1,16.2,27.8,5.2,1.24,10.3,349
4197,22.2,59.8,6.1,10.2,27.0,8.2,0.9,13.3,408
4198,27.1,64.2,1.6,5.6,15.3,4.7,0.8,11.5,581
4199,28.3,54.8,2.5,15.5,29.3,11.7,1.51,6.1,376
4200,27.4,74.7,25.9,31.1,29.5,17.3,2.28,5.8,501
4202,22.8,59.5,14.2,18.9,24.0,5.0,0.79,15.9,528
4204,23.4,71.4,15.8,18.2,18.0,2.5,1.15,12.5,496
4205,35.5,111.3,38.0,50.8,38.4,11.3,2.09,3.2,497
4206,40.5,75.6,0.8,10.8,20.8,11.4,1.69,5.6,645
4207,32.4,97.5,25.4,42.8,33.4,10.6,2.02,4.6,792
4208,38.9,86.0,18.1,29.0,39.7,15.2,2.09,4.1,477
4210,38.8,83.1,25.9,30.6,32.1,17.5,2.58,4.9,638
4211,29.9,94.3,1.6,13.8,31.5,13.9,2.39,3.4,522
4213,33.7,54.1,5.2,15.5,34.5,6.8,1.5,5.4,367
4214,18.2,42.5,0.1,7.1,26.1,3.8,0.97,11.6,312
4215,27.3,68.4,0.7,7.8,25.4,5.1,1.03,10.7,506
4216,26.3,55.2,1.3,6.4,11.2,5.8,1.08,12.2,605
4218,33.3,39.9,14.7,20.8,19.7,8.4,1.06,11.2,339
4219,18.8,76.1,14.9,21.5,14.5,3.8,0.86,11.1,342
4220,32.9,69.3,13.3,18.8,32.4,8.6,1.6,5.2,463
4221,27.6,44.8,1.8,5.7,18.1,3.1,0.98,10.0,513
4222,25.3,73.0,6.0,12.1,23.0,8.9,0.97,11.2,571
4225,23.5,64.4,30.3,37.8,26.5,3.9,0.98,10.4,454
4226,33.8,86.8,12.5,20.9,26.7,6.6,1.66,5.2,685
4227,38.8,92.5,8.3,29.0,32.8,8.3,2.19,3.9,698
4229,27.5,72.4,18.8,32.6,40.4,19.1,1.95,9.7,392
4230,23.1,80.1,10.4,14.9,23.3,6.0,1.0,10.6,332
4231,25.0,50.9,4.9,11.4,23.4,2.8,1.1,13.7,196
4232,39.5,70.2,5.4,24.3,38.0,0.1,1.85,4.3,616
4233,17.8,77.9,8.3,15.5,18.5,6.1,0.94,15.5,546
4234,19.0,75.8,2.6,9.5,18.5,1.1,0.97,12.7,534
4235,26.4,58.3,2.9,7.5,21.3,3.9,0.89,10.8,244
4236,27.6,49.0,1.3,9.8,25.1,6.3,1.0,11.1,208
4237,26.6,60.6,2.5,6.5,26.9,8.2,1.07,10.6,318
4238,24.1,89.4,4.1,16.3,24.5,15.1,1.37,8.5,298
4239,30.8,81.7,23.3,36.4,26.5,21.6,1.49,5.8,546
4240,37.5,38.8,42.3,57.3,24.6,17.1,1.58,8.8,377
4241,20.0,74.9,8.2,15.3,21.1,6.2,1.04,11.7,242
4242,35.6,70.9,18.5,44.0,43.3,12.5,1.71,5.0,484
4243,36.9,65.3,55.3,60.3,42.4,14.9,1.77,3.9,613
4244,25.5,88.7,10.6,20.0,25.4,10.5,1.5,5.8,364
4246,37.8,65.8,4.5,19.8,17.2,9.4,1.43,6.2,495
4247,30.7,62.7,6.5,10.0,11.7,4.6,0.92,10.6,265
4248,20.6,67.3,7.4,14.1,12.7,2.3,1.09,10.3,484
4250,30.9,57.2,2.0,12.9,29.2,15.2,1.37,6.2,632
4251,32.4,76.9,6.5,12.3,25.3,10.5,1.66,5.1,397
4253,33.2,73.4,5.5,11.1,16.2,2.1,1.01,10.4,405
4254,25.9,71.0,22.1,21.8,14.4,2.3,0.93,12.5,314
4256,25.0,77.6,0.7,7.6,17.4,8.0,1.74,5.2,317
4257,25.1,74.2,8.1,10.7,20.2,5.8,1.01,13.6,341
4259,35.6,65.8,21.8,36.3,30.3,9.2,1.6,5.1,691
4260,30.1,93.4,7.8,14.4,21.5,11.8,1.5,5.1,585
4261,23.7,61.1,16.1,21.7,23.7,7.6,1.08,11.2,567
4262,27.8,67.4,7.3,11.4,13.1,2.3,1.17,13.0,528
4263,18.9,45.9,2.1,6.2,19.5,1.9,0.92,11.1,495
4264,30.8,53.9,6.9,21.5,26.0,5.8,1.44,5.4,447
4266,21.6,54.7,5.6,12.6,10.3,2.2,0.99,12.0,266
4268,26.2,75.1,11.1,16.5,30.9,8.7,1.44,5.8,576
4269,21.6,63.3,0.3,5.6,20.2,5.1,1.09,10.5,589
4270,34.0,50.8,1.3,14.1,20.6,13.4,1.4,5.0,485
4271,23.0,52.4,2.8,7.1,26.6,3.2,1.08,10.2,324
4272,20.9,59.2,3.0,9.5,20.5,4.1,0.96,10.7,590
4273,26.9,45.3,13.9,18.6,21.4,6.7,0.76,16.1,369
4274,17.8,59.7,2.2,9.9,16.4,5.1,0.87,10.1,583
4276,36.7,84.1,44.9,61.9,31.1,13.4,2.24,7.3,440
4277,23.7,60.1,12.3,21.5,16.9,4.0,0.99,14.0,253
4278,28.9,72.0,48.2,58.4,29.3,9.2,1.56,9.5,422
4279,33.9,53.4,18.5,24.7,26.0,9.8,1.96,6.3,605
4280,33.7,83.7,12.7,18.9,36.0,15.0,2.56,4.6,679
4281,29.4,91.6,30.7,43.7,31.1,5.4,1.67,7.6,565
4282,37.1,97.7,11.7,27.3,31.4,17.8,1.87,9.6,675
4283,24.6,60.5,7.7,17.2,27.0,15.1,1.62,11.0,599
