,Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,PCA1,PCA2,cluster
1562,25.0,45.1,12.9,17.6,18.6,6.0,0.95,11.4,605,-1.6118907056985359,0.3453482146728166,3
1564,28.0,64.0,5.0,10.8,15.5,3.4,0.88,12.4,470,-2.1419066339094983,-0.31646938963141324,3
1566,24.9,38.5,14.3,19.5,22.6,5.5,0.88,10.5,369,-1.9733377449484055,0.7634697806101127,3
1568,19.9,76.5,16.2,23.2,19.9,8.0,0.88,10.1,330,-1.4082157799042267,0.798573528435607,3
1569,25.0,61.8,4.4,11.0,26.4,3.4,1.05,11.5,397,-1.73874733074922,-0.47085368484932055,3
1572,22.7,73.6,8.2,13.6,21.8,5.2,1.14,12.2,472,-1.4523619560702887,-0.24154456924914264,3
1573,28.1,42.5,0.3,5.1,16.1,5.7,0.99,11.6,326,-2.684248853478647,-0.6072115466501099,3
1574,26.8,70.4,4.3,9.3,20.0,5.4,1.16,10.5,591,-1.0494077967552284,-0.8975300091884152,3
1575,21.4,46.6,13.6,21.9,13.1,7.2,1.22,10.3,253,-2.209090524005986,0.9949674748224375,3
1577,28.2,52.3,3.4,11.8,17.2,7.7,0.84,13.0,243,-2.560237847186169,-0.13460365393934579,3
1580,21.9,70.5,2.8,9.8,15.3,4.4,0.83,11.0,326,-2.5801997754874892,-0.28970980351667724,3
1583,24.8,76.1,0.8,9.4,15.0,1.9,0.86,10.8,458,-2.2022450269060854,-0.6384534831898155,3
1584,19.7,73.8,1.4,6.7,20.1,4.3,1.1,14.2,532,-2.1990942066841694,-0.7757987374027142,3
1587,25.8,54.7,10.2,15.8,14.2,5.0,1.03,10.2,535,-1.6748892130637536,0.1272761899658475,3
1589,30.4,58.9,0.2,4.5,19.6,5.5,1.06,10.7,355,-1.8543174397439433,-1.0121503873118063,3
1591,29.7,64.0,2.5,4.3,16.8,6.5,0.98,10.3,445,-1.672259331636607,-0.979907571019396,3
1592,27.1,46.8,26.3,34.7,16.5,6.6,0.92,10.6,428,-1.175782392538956,1.9847627530459933,3
1595,28.0,57.2,2.0,7.0,23.7,7.9,0.92,10.7,419,-1.5889555040331969,-0.9063373952497819,3
1596,28.8,67.1,18.2,23.0,22.1,5.9,1.03,15.6,569,-1.0349246927642441,0.6644189842136905,3
1597,27.8,64.2,12.5,17.2,18.8,5.2,1.0,14.1,323,-1.9611411660076599,0.4623332204794031,3
1598,25.5,80.9,24.7,31.1,13.8,7.2,1.01,13.7,522,-0.8724455163945701,1.460691315274796,3
1601,29.8,58.4,27.3,33.4,12.1,8.3,0.9,10.7,410,-0.9535673427921278,1.8735805016153007,3
1603,29.1,41.6,22.5,25.3,19.6,5.8,0.99,11.2,263,-1.6830710542268004,1.5106549237963023,3
1606,25.5,73.0,11.6,16.3,11.2,3.0,1.06,11.4,494,-1.7686089103097682,0.2606723309248491,3
1608,23.3,52.6,9.4,17.5,21.0,12.1,1.41,10.8,498,-0.8047284094872722,-0.17421006203497025,3
1609,21.7,56.3,13.8,25.0,17.5,6.9,1.09,10.5,605,-1.1637834756838827,0.6046318746537689,3
1613,24.0,55.5,4.1,5.7,12.7,4.3,0.89,13.9,545,-2.7635588311108554,-0.3991164314812075,3
1614,26.4,54.3,4.2,7.6,23.8,5.8,1.02,11.7,299,-2.0917083360675166,-0.4808136039181191,3
1616,18.7,53.5,28.3,35.6,20.3,4.3,0.94,10.8,530,-1.274940156007938,2.1722567460540088,3
1617,26.3,58.7,2.6,6.5,23.8,6.4,0.99,11.2,530,-1.5234673195271373,-0.9481261055397543,3
1619,20.9,41.1,1.7,8.4,24.8,4.9,1.08,11.2,590,-2.0194369822835316,-0.6783193595297108,3
1621,28.8,40.1,12.0,17.6,25.9,7.2,1.06,13.3,390,-1.6093454447010878,0.3303852450932834,3
1627,25.6,65.8,0.3,5.2,18.7,7.0,0.86,11.0,303,-2.2712634253830544,-0.81298042121766,3
1629,19.6,38.3,4.0,8.8,21.1,9.1,0.95,10.2,285,-2.6295010208167677,-0.16695863307179848,3
1630,18.2,45.5,9.4,17.0,15.5,6.4,0.89,14.1,373,-3.0594528166268944,0.7167659412686505,3
1632,29.6,54.6,7.7,14.1,18.6,6.7,0.99,11.6,340,-1.7969992113241702,-0.04955730754502801,3
1635,21.9,56.3,16.4,20.3,23.3,9.4,0.84,10.8,271,-1.723125076158922,0.8259638267417867,3
1643,20.1,73.7,9.2,14.6,15.9,3.5,0.93,13.6,512,-2.24825374224385,0.17054037096509791,3
1646,21.9,48.9,6.7,11.1,13.7,7.1,0.93,11.4,549,-2.2822630162088138,-0.11133121009857147,3
1648,25.7,39.5,11.7,16.9,18.6,7.0,1.01,16.5,206,-2.98203336294351,0.8636446098458667,3
1649,24.5,73.3,7.8,12.5,21.6,4.5,0.94,10.2,322,-1.7152043452871002,-0.1693060070635899,3
1651,26.0,65.5,12.3,16.1,24.8,3.1,0.99,10.9,405,-1.4148377223456834,0.1758950273068351,3
1654,24.5,73.2,3.5,7.3,25.3,4.6,1.37,10.7,399,-1.2103527386790294,-0.9236195342618823,3
1656,24.1,47.7,15.6,17.9,17.7,2.9,1.02,12.9,426,-2.284644034395888,0.8599650038231808,3
1657,24.0,79.3,6.2,13.3,22.0,6.6,0.9,10.5,579,-1.0208978908737922,-0.6132485920884451,3
1659,31.6,54.6,1.0,7.7,18.8,3.2,1.05,11.1,208,-2.33096995476763,-0.5510992177271695,3
1662,27.3,79.9,26.9,33.8,16.6,6.0,0.91,10.1,365,-0.6431240421429415,1.7248804443185,3
1663,27.3,73.2,8.6,11.8,17.2,4.8,1.1,11.4,345,-1.6674008182140971,-0.17655289757572146,3
1664,22.2,69.7,19.1,21.7,25.0,9.2,1.15,12.5,595,-0.5174670962530443,0.4730770553729013,3
1665,28.3,59.1,1.5,6.1,23.4,7.0,1.1,10.9,511,-1.2977432647129798,-1.1200634383695212,3
1666,28.5,44.0,1.3,3.1,15.1,5.0,0.83,19.2,405,-3.6021151949354526,-0.3831501086337388,3
1669,24.7,55.3,11.2,15.3,12.5,6.6,0.99,17.5,200,-3.2423992847245713,0.8245881237803615,3
1670,25.1,70.1,9.5,17.4,25.8,4.4,0.83,12.3,596,-1.186102608194093,-0.12999802442717445,3
1671,21.5,61.4,4.2,10.4,22.1,-0.1,0.95,10.9,447,-2.3533902465807035,-0.2637991185609715,3
1678,22.5,67.5,4.9,8.1,24.6,3.6,0.97,14.2,471,-2.13927639508514,-0.48430512199255915,3
1679,28.8,44.8,4.2,8.8,12.1,3.9,0.92,14.0,298,-3.151213889379779,0.012498148926875065,3
1684,24.0,46.1,0.0,2.2,15.1,6.8,1.13,10.8,465,-2.3973235544719027,-0.9164715861569588,3
1686,25.6,46.0,9.2,14.7,17.1,1.3,0.88,10.2,333,-2.5788056462180444,0.440137172318363,3
1687,24.7,38.8,16.9,24.5,16.6,3.4,1.06,11.2,485,-1.9153549280632989,1.1528079178560993,3
1692,22.3,50.9,11.1,18.3,19.5,5.1,1.02,11.6,287,-2.307804012826389,0.6345209973336676,3
1695,25.2,46.0,3.9,8.2,22.8,0.2,1.17,10.4,392,-2.271380752285426,-0.36891586991653447,3
1696,29.5,68.8,1.2,7.0,13.6,6.1,0.98,11.1,368,-1.9817266096578834,-0.7917406413330145,3
1699,20.2,52.4,11.0,14.6,12.2,4.4,0.95,18.7,418,-3.488477778910219,0.8126734568658381,3
1700,23.2,39.6,0.8,7.3,21.7,5.8,0.91,10.9,438,-2.4784888446421194,-0.5723144211881269,3
1703,27.5,62.3,1.1,6.0,14.1,5.6,1.04,10.9,533,-1.8478214108412838,-0.9304537183036171,3
1704,26.0,76.0,1.0,4.5,13.1,2.7,1.09,10.2,248,-2.4127048020270805,-0.7059159516527762,3
1707,22.2,76.9,2.5,5.7,20.6,6.0,0.92,11.3,339,-2.0906093539951205,-0.7398883630043763,3
1709,27.3,48.7,18.1,24.7,12.8,4.6,1.05,10.8,224,-2.1335361923111287,1.3910179124590814,3
1710,22.6,41.7,5.7,12.1,21.5,6.1,0.85,10.3,407,-2.3183555646337495,-0.05995717180010112,3
1712,21.2,59.5,6.5,9.8,22.9,5.0,1.09,10.5,595,-1.5048514518125904,-0.5232695011537233,3
1713,25.8,55.8,18.9,26.4,19.9,7.3,1.0,12.0,579,-0.9630560499071262,0.9105217150463167,3
1715,21.5,47.3,10.6,18.8,15.6,6.2,1.0,11.4,271,-2.5655884917245184,0.7464461243200707,3
1716,27.8,66.9,12.1,14.6,25.5,4.5,1.06,13.9,442,-1.3777639266800907,0.026592931994672022,3
1717,23.6,73.0,10.5,13.8,17.1,6.3,1.03,10.4,571,-1.2115731227737447,-0.19310733584319134,3
1723,24.7,78.7,0.1,6.4,13.0,4.7,0.97,10.8,193,-2.5772530246525656,-0.6086172206722777,3
1726,24.7,69.8,5.7,8.5,26.4,2.9,1.15,12.4,443,-1.5769949070419256,-0.6061711766728703,3
1727,26.8,64.3,10.7,15.9,26.5,3.8,1.3,12.8,451,-1.1112895896363555,-0.07416354698926665,3
1728,27.3,72.1,20.4,25.9,24.7,2.8,0.83,10.7,238,-1.335349490900326,1.2075489211087003,3
1729,23.1,45.4,4.6,14.4,20.0,7.8,1.09,10.4,310,-2.1141208966442555,-0.06135259910468781,3
1730,25.2,77.3,2.2,4.3,12.2,1.8,0.87,10.2,547,-2.124481254562664,-0.856687523945142,3
1732,27.9,41.1,24.9,29.8,23.5,6.1,1.08,10.8,294,-1.21724044000532,1.7102018928276588,3
1733,23.8,68.8,21.8,29.6,14.6,5.3,0.89,10.9,583,-1.0713664206240063,1.3009784841001586,3
1734,29.0,42.8,2.0,2.3,20.5,5.9,1.03,10.1,428,-2.014062802072789,-0.9287839115857467,3
1735,24.2,46.4,2.2,7.6,20.9,3.6,1.04,10.9,365,-2.464292774444426,-0.4462481548374465,3
1738,24.0,60.3,1.5,8.1,22.2,6.0,1.14,11.1,301,-2.034339055824794,-0.6493031752397481,3
1740,24.4,57.1,1.6,5.3,16.7,7.9,1.02,16.4,228,-3.128631174832007,-0.37545802010387785,3
1741,24.9,79.2,5.5,12.2,21.3,4.6,1.0,11.9,225,-1.9635514372488923,-0.23154914538247973,3
1745,22.4,58.6,8.1,12.7,12.4,4.0,1.1,10.2,591,-1.8884964045859858,-0.0933947168831178,3
1749,27.9,39.7,2.3,8.1,22.2,6.3,1.0,10.2,430,-1.9331530868050584,-0.6446172552026703,3
1751,27.7,66.3,12.1,16.9,23.3,6.2,1.06,10.7,287,-1.2892273492045487,0.185822210296701,3
1752,26.7,42.5,1.4,4.7,21.1,5.6,1.07,10.2,484,-1.9675892809763702,-0.8754406020896707,3
1753,20.7,59.2,8.8,14.1,23.1,1.9,0.99,10.7,346,-2.2369926691924107,0.2174045748689683,3
1754,25.1,57.2,11.5,16.7,13.4,3.6,0.88,10.8,548,-1.9462924166879432,0.34843832740836483,3
1758,22.2,65.9,7.9,13.5,14.3,5.0,0.89,11.0,390,-2.2904982563289185,0.11410389514089181,3
1760,26.2,54.4,21.0,22.0,26.8,6.1,0.88,10.4,377,-1.131586428652776,0.9554123026080603,3
1763,22.5,43.3,3.3,8.3,26.3,5.6,0.97,10.4,434,-2.067880023191857,-0.5220343524036136,3
1764,24.4,59.2,1.2,9.1,20.1,7.2,0.89,12.2,600,-1.7851708161568418,-0.8360283230736442,3
1765,20.6,80.8,14.4,21.1,22.5,5.0,0.96,12.0,584,-1.0592536718206715,0.3378842996653826,3
1767,30.9,51.6,0.6,5.3,20.0,6.9,1.02,13.0,484,-1.8584785965076596,-0.997736754785767,3
1768,25.2,51.0,2.5,6.8,22.8,7.1,1.17,12.8,500,-1.8029696638206214,-0.8039164885386653,3
1770,24.6,76.5,13.9,21.6,20.0,5.9,1.11,10.8,414,-1.0203988979116987,0.3919492310735932,3
1771,27.6,78.7,4.8,8.5,24.4,5.1,1.0,10.9,513,-1.0178505864796343,-0.932656661027754,3
1773,24.4,44.8,7.4,8.4,24.9,4.9,1.02,10.0,541,-1.6454711517578415,-0.44186143083309787,3
1778,19.1,46.7,3.8,7.0,20.0,6.6,0.88,11.1,395,-2.7088259171826876,-0.2948284890101795,3
1779,27.2,62.6,8.5,13.2,27.2,6.6,0.95,10.2,505,-0.9324523146063654,-0.45247481834071424,3
1781,28.4,80.6,7.8,11.7,14.7,4.8,0.76,10.6,366,-1.7889467497193683,-0.22228492225813695,3
1783,17.0,77.2,19.0,26.3,19.7,8.1,1.0,11.1,217,-1.681228127251094,1.2884977209123722,3
1785,21.3,53.4,16.1,22.3,19.3,3.7,0.98,11.8,314,-2.249605428093091,1.1340892114558851,3
1786,24.0,57.7,1.7,7.6,13.1,5.4,0.83,10.3,449,-2.476941967871234,-0.5248246757608743,3
1788,27.1,66.8,0.1,5.2,23.1,6.4,0.99,12.7,417,-1.8251690422716607,-1.0550402994547579,3
1791,27.8,61.2,16.3,24.1,10.6,6.8,1.19,11.1,365,-1.46569102991639,0.9105599519469532,3
1792,23.8,51.1,8.8,12.7,14.1,4.3,0.94,13.6,425,-2.7137546713536915,0.299327406893556,3
1793,27.4,67.4,3.6,10.7,28.0,3.1,1.06,12.5,424,-1.494549756289516,-0.6700411724975472,3
1794,22.2,53.1,10.4,11.7,11.8,4.9,1.0,10.1,300,-2.638712641487423,0.3998191761669699,3
1797,28.4,75.9,17.2,27.6,15.5,7.1,1.15,11.1,338,-0.8842919405969136,0.8838745752407846,3
1798,27.5,56.7,7.0,15.8,18.5,0.8,1.09,18.1,406,-2.7702172364184867,0.321531969426726,3
1799,24.3,78.1,0.5,5.2,24.3,2.6,1.0,12.0,517,-1.6797692569469713,-1.1192051385294273,3
1800,16.1,69.8,14.1,19.9,14.4,9.7,0.98,11.0,498,-1.6912888763450888,0.5747209580743379,3
1805,25.0,55.9,15.9,22.9,16.0,8.3,1.07,10.6,329,-1.5495450062274019,0.8663832855940358,3
1809,25.8,56.3,5.0,9.5,20.9,2.5,0.98,14.1,410,-2.479109410814436,-0.22511729699311697,3
1811,26.6,45.9,14.2,20.1,23.5,3.2,1.23,14.0,454,-1.7063410184320407,0.6350060085611622,3
1812,24.8,41.0,4.7,11.8,13.7,2.5,0.94,13.5,538,-2.8465786919873284,0.025168521751831503,3
1814,30.7,53.5,4.9,11.5,22.9,8.8,0.98,13.7,429,-1.5746239919700336,-0.5155176530377225,3
1815,18.0,66.7,3.3,6.1,11.3,5.3,0.82,14.6,517,-3.1209942999463616,-0.3046776967212896,3
1821,22.7,76.8,12.9,15.2,21.9,4.9,0.99,18.6,410,-2.2760801839244023,0.4231312756609641,3
1823,28.0,63.6,2.8,6.3,27.8,7.9,0.91,11.8,344,-1.5562454544805422,-0.9088670840249138,3
1828,27.9,47.4,9.0,14.2,19.9,9.0,1.06,10.5,428,-1.4230917528649778,-0.1105295234501507,3
1830,25.2,76.3,0.9,6.0,22.9,5.5,0.88,18.6,590,-2.210600844952383,-0.9359424534885596,3
1831,31.8,59.8,25.6,30.9,18.7,4.6,1.09,10.1,326,-0.7512897335600778,1.591839812846163,3
1832,25.1,47.4,1.9,6.0,24.0,8.4,1.0,10.9,265,-2.195885889849386,-0.6482230454636884,3
1833,18.8,72.3,8.8,12.2,18.7,3.2,0.85,13.1,498,-2.3548404296366816,0.06888820525164178,3
1836,18.9,51.4,7.2,17.2,18.5,5.8,1.44,5.7,321,-1.460798975262476,0.06098114334818752,3
1839,23.5,51.9,5.2,15.0,14.4,0.5,1.41,5.9,475,-1.5520772709817559,-0.18657811035451055,3
1841,30.7,79.1,23.2,25.8,13.5,5.5,0.98,10.1,456,-0.6268101526227654,1.0443297801828038,3
1843,23.0,53.6,0.3,4.9,24.6,4.8,1.02,10.3,581,-1.7423262421863779,-1.0810222242801668,3
1844,21.5,83.1,19.3,25.4,12.9,3.2,1.13,10.5,335,-1.5301984649429772,1.1851546953476284,3
1845,29.4,60.4,10.7,14.9,11.2,2.4,1.03,11.2,363,-2.14106860710705,0.3382275430844428,3
1847,22.1,79.6,1.6,4.1,20.1,3.8,1.02,14.7,376,-2.4817713796387486,-0.7590854560878549,3
1848,23.7,67.7,23.3,31.0,21.2,5.1,1.04,10.3,514,-0.6663921552576607,1.3405743092344182,3
1850,22.3,51.5,2.8,8.6,26.9,8.4,0.96,10.5,370,-1.8522026822401383,-0.6322911768046204,3
1853,28.9,62.3,5.1,10.3,14.3,5.8,0.82,14.5,368,-2.525050228097661,-0.17781020477121934,3
1857,21.2,52.0,0.2,3.9,17.9,4.5,0.95,10.5,278,-2.962087614453343,-0.5488404281210779,3
1860,24.9,58.5,2.6,7.2,11.8,8.0,0.98,10.8,299,-2.498957637535742,-0.4329516181735501,3
1862,28.9,67.0,2.1,5.9,18.9,5.9,1.08,11.4,416,-1.6608805469947583,-0.9294900363032745,3
1865,27.7,59.6,6.5,10.3,15.1,6.5,1.0,11.5,314,-2.137390061483439,-0.1783462735462686,3
1866,26.1,68.6,8.8,14.4,16.9,1.3,1.06,11.3,424,-1.890353735861008,0.05321384878633072,3
1867,27.2,51.0,4.2,8.7,11.4,6.1,1.01,10.2,469,-2.145633591265719,-0.41920891708820074,3
1868,24.7,46.6,22.0,28.7,14.5,5.4,1.18,11.2,463,-1.4635638441636512,1.5219506213467582,3
1871,20.0,48.7,1.9,10.8,24.1,4.0,1.13,10.9,448,-2.172246379336908,-0.4417528435906341,3
1872,20.2,59.0,11.5,16.7,19.3,7.2,0.99,10.4,393,-1.8482150362195668,0.3544660696822086,3
1874,22.4,59.7,0.6,8.0,19.9,4.5,0.99,11.1,484,-2.1472795192390137,-0.7244158973522418,3
1876,22.4,50.7,13.6,19.0,17.9,8.7,1.12,11.1,265,-1.9629137866690725,0.7094366636001879,3
1881,24.5,68.7,2.6,8.3,18.2,7.2,0.77,10.4,253,-2.3021613522404643,-0.47953748266430013,3
1888,20.2,54.7,25.8,33.6,21.1,6.7,1.06,10.4,598,-0.7452801404822046,1.6722716633119061,3
1890,28.5,50.7,27.0,32.5,18.0,5.1,1.04,10.3,396,-0.9971007999597068,1.860510530023599,3
1891,20.2,55.1,13.6,10.7,23.6,5.0,0.99,12.0,585,-1.7544640516738523,0.0834101293120265,3
1893,23.5,75.6,9.5,14.1,25.4,6.2,1.03,11.0,239,-1.5379290115984459,-0.03458287077490946,3
1896,27.5,40.4,9.0,14.2,15.8,4.5,1.16,10.3,373,-2.084402711800681,0.21216074687245834,3
1897,29.9,48.7,16.4,18.6,16.7,5.8,1.1,13.6,471,-1.6336134109218055,0.6562221546067836,3
1898,25.0,54.9,3.4,8.8,22.1,5.1,0.85,11.1,465,-2.0404719956586805,-0.5449372707016732,3
1899,30.0,76.4,16.2,18.9,15.9,6.3,1.05,12.3,315,-1.307393825935182,0.5292815766012583,3
1900,23.3,49.1,1.6,6.7,16.1,3.8,1.06,10.3,222,-2.9200459540225037,-0.29634887830757556,3
1902,24.7,65.1,1.2,4.0,23.4,3.1,1.03,11.1,461,-1.917236280973585,-0.9866515665519532,3
1903,23.5,50.8,5.5,10.7,26.4,4.1,0.8,11.3,383,-2.234558847427547,-0.20496095617170793,3
1907,31.0,65.1,7.6,8.9,23.4,4.2,1.11,13.7,580,-1.1949744813450691,-0.6696947422046875,3
1908,23.5,74.6,0.3,6.6,16.8,3.9,1.22,13.1,491,-2.0008675826112423,-0.9033243735275928,3
1911,27.7,62.4,0.2,4.6,15.3,5.7,1.06,13.3,239,-2.6717081412813126,-0.6658783616274075,3
1912,28.9,48.1,2.2,5.6,23.1,5.9,1.09,10.6,465,-1.635591161394224,-0.9240692025332934,3
1913,30.2,62.7,3.8,11.4,13.6,7.5,1.02,15.0,270,-2.4150113586004993,-0.21835946624166738,3
1914,22.6,61.0,18.8,25.7,15.0,2.2,1.02,14.7,298,-2.522820401177205,1.569502903651036,3
1918,23.6,40.4,10.7,14.1,26.6,7.4,1.03,14.7,319,-2.3119518710349753,0.35931559273290253,3
1922,25.9,76.7,13.8,17.9,17.4,5.0,1.2,10.3,251,-1.399077016549212,0.4125051790697681,3
1923,20.9,42.5,1.8,5.2,13.0,5.8,1.01,10.7,297,-3.1771312052173566,-0.27109226036741546,3
1925,28.3,71.1,16.1,19.8,19.0,3.2,0.97,10.1,256,-1.5147833815419742,0.7011875433969924,3
1926,20.5,62.5,5.4,8.9,25.7,8.0,1.12,10.7,463,-1.453191959441071,-0.6389166529119161,3
1927,26.8,45.7,2.3,8.2,17.9,5.6,0.88,15.4,440,-2.816070462860099,-0.3487141442084741,3
1929,26.8,48.9,32.6,34.3,17.4,5.7,0.92,10.6,233,-1.4651791448352895,2.553981105103687,3
1931,31.4,76.6,2.3,7.9,24.4,7.6,1.01,13.1,570,-0.8332565962377363,-1.2484989465923033,3
1932,28.1,67.8,2.0,6.9,21.5,1.1,0.85,11.0,344,-2.2075643871367427,-0.6487425297610874,3
1933,23.1,67.0,2.3,8.1,18.7,7.7,1.13,10.7,543,-1.4613487271082468,-0.9073977912791583,3
1936,16.4,40.9,25.0,28.3,19.1,4.0,1.15,12.5,459,-2.1004201457929366,1.9633099142396677,3
1937,24.5,50.7,1.4,8.1,15.3,2.4,1.02,10.6,258,-2.920490158966123,-0.2548308679351898,3
1941,29.1,71.8,1.6,3.0,23.7,5.6,1.05,12.2,514,-1.339036614985507,-1.2948064113057232,3
1942,31.0,74.1,11.1,14.5,20.9,9.9,0.86,14.4,353,-1.340911882567734,-0.07847816313919873,3
1943,35.2,71.9,0.7,5.3,26.6,5.2,0.98,11.2,442,-0.9188223283859464,-1.3920216099395735,3
1944,25.4,74.2,7.8,13.0,28.0,9.8,0.97,12.3,308,-1.195229280808799,-0.3915573878434719,3
1945,26.6,63.6,8.9,13.5,30.8,7.9,1.0,13.5,221,-1.5795039386905196,-0.10223918859040794,3
1949,26.5,60.4,14.5,17.0,23.4,8.0,1.13,12.5,396,-1.2138363314018483,0.2832160036710466,3
1950,27.6,73.5,18.0,24.3,24.2,5.3,0.8,17.7,311,-1.888446220594587,1.0891244846306922,3
1951,21.0,54.3,7.5,11.7,19.5,4.4,1.05,10.1,569,-1.8086657548263076,-0.21276193426407086,3
1953,27.5,69.5,2.4,10.0,22.2,5.8,0.99,11.1,462,-1.408363950797664,-0.8262635387356418,3
1954,34.5,45.9,2.7,8.0,28.5,4.4,0.94,12.3,384,-1.619935592966624,-0.7854507550035181,3
1955,24.7,78.0,9.3,13.9,19.3,2.4,0.92,10.7,599,-1.3133583378448292,-0.2504816018051463,3
1956,20.9,68.0,3.9,11.2,19.7,5.9,1.05,14.3,416,-2.2975300090605226,-0.3046866406986852,3
1957,17.8,57.7,1.2,6.8,27.1,3.0,0.95,10.9,453,-2.3254826441049175,-0.6613911706773833,3
1959,23.9,70.2,4.1,6.0,24.0,1.8,1.03,12.2,458,-1.9586431217160947,-0.6915561876152401,3
1960,25.4,50.5,19.2,26.3,13.7,7.8,0.99,12.0,317,-1.8972788071935998,1.396792967120751,3
1962,30.6,61.9,1.1,5.2,21.0,7.4,0.93,10.5,406,-1.5520937243323418,-1.0741394850898083,3
1963,26.9,63.4,4.7,10.2,19.4,7.5,1.03,11.0,368,-1.6769389567861641,-0.5114151062914317,3
1967,24.7,65.4,0.0,2.3,21.9,3.9,0.99,13.7,410,-2.4246369075301106,-0.9621526310247611,3
1968,23.9,69.1,18.2,24.0,21.1,2.1,0.94,10.1,373,-1.4555412254024012,1.0039410734289402,3
1972,23.6,45.6,7.9,9.2,20.8,6.9,1.19,11.1,521,-1.7086288544921957,-0.33413788055307353,3
1978,33.2,62.2,6.3,15.7,19.0,1.1,1.14,11.3,546,-1.1809897321172167,-0.36243998986160136,3
1981,31.7,59.3,6.9,16.7,29.4,7.0,1.37,11.9,323,-0.6937655642615698,-0.4101280611412622,3
1982,29.7,61.8,1.6,5.1,15.1,5.9,0.99,11.7,336,-2.2080069551768617,-0.7551331232089059,3
1983,23.6,69.5,2.6,7.0,19.5,6.3,1.12,14.7,512,-1.9829265339024944,-0.7669592345033628,3
1984,25.6,72.6,7.9,10.6,16.8,7.8,0.9,16.8,376,-2.3746903670140767,-0.07926369143066288,3
1985,30.2,74.5,18.3,25.0,23.3,4.2,0.87,12.0,499,-0.7109055813141014,0.6729467017720371,3
1993,29.1,68.1,0.7,5.2,23.4,3.9,0.84,12.6,353,-2.089980231899252,-0.8994495054153673,3
1998,23.4,69.5,5.8,12.1,19.5,7.8,1.02,12.6,412,-1.7833081834310616,-0.3354384929962768,3
1999,27.3,42.1,0.8,9.0,26.0,9.1,1.11,10.9,201,-1.9972203266313517,-0.6177670090491744,3
2004,22.9,71.8,2.8,10.5,21.4,3.0,1.04,11.6,520,-1.747616067055033,-0.6457790719333506,3
2007,24.4,60.9,1.1,2.1,24.4,4.2,1.09,12.6,350,-2.277459744224258,-0.9176795411161842,3
2008,21.0,48.4,2.0,7.4,13.3,6.4,1.12,10.1,237,-2.894500624543685,-0.24044245486589752,3
2009,23.7,66.3,9.6,17.0,16.6,8.0,1.07,11.3,516,-1.3626383619790627,-0.008469175259229317,3
2010,20.0,71.0,15.6,21.0,20.0,6.0,0.89,14.4,575,-1.67550585131542,0.6550288104325512,3
2014,27.8,43.3,19.8,24.5,12.0,4.3,0.96,12.7,404,-2.1727571570249973,1.441546637796851,3
2016,20.7,73.0,5.6,14.0,12.1,5.9,0.9,13.9,425,-2.562392580819422,0.04835826737017966,3
2017,26.6,62.2,0.2,5.9,16.5,2.8,0.88,11.0,444,-2.3524694928745666,-0.7731254661919128,3
2018,27.4,62.4,1.4,4.2,17.7,3.1,1.04,10.9,577,-1.7976712720861994,-1.03457963037575,3
2020,20.3,66.0,3.3,10.1,23.4,5.0,0.81,10.8,291,-2.3914928045497796,-0.30764183908123255,3
2025,23.3,50.4,6.4,13.1,26.7,3.8,1.13,12.3,237,-2.280953351714377,0.056292002377856656,3
2026,23.8,48.8,19.9,25.8,26.2,5.6,0.83,10.4,403,-1.3817615884520584,1.1821409143270942,3
2028,23.6,49.1,17.4,24.3,25.4,2.0,0.91,12.3,433,-1.8294246520877293,1.1084883818251143,3
2030,26.8,54.4,2.0,8.9,22.9,1.5,0.96,19.2,588,-2.7254861950430693,-0.4573782693580339,3
2032,25.9,68.0,6.0,9.8,26.5,7.9,1.15,10.8,575,-0.7025208033822296,-0.9068084338431756,3
2035,21.8,55.6,11.2,20.6,13.5,6.4,1.05,10.8,577,-1.6747349174598196,0.4234629541382661,3
2036,24.1,45.5,31.0,35.5,18.3,4.0,0.91,10.4,396,-1.4274131326799022,2.459920163412699,3
2038,26.6,42.9,6.1,9.5,25.0,4.6,1.02,10.7,221,-2.297921180946596,-0.11897482106245878,3
2039,19.2,73.8,4.1,7.2,14.3,4.0,1.1,10.7,448,-2.2448193589201746,-0.4848694757507019,3
2041,26.0,64.6,1.1,9.2,14.1,5.2,0.72,10.1,246,-2.6607021950148297,-0.3712858079581595,3
2042,24.0,67.8,1.3,7.0,15.6,3.0,0.98,12.1,415,-2.472488570068538,-0.5963482917285997,3
2043,23.4,50.1,17.0,23.4,28.5,10.6,0.89,10.2,200,-1.3694841107064124,0.9123683574077379,3
2044,22.6,46.8,20.5,22.9,28.3,8.7,1.03,10.9,518,-0.8606572647095794,0.8347735026140161,3
2054,21.8,78.4,17.0,20.6,21.2,3.3,0.92,10.2,203,-1.7935719061349318,0.9174179809445704,3
2056,21.1,80.4,3.7,9.6,17.6,4.5,1.0,11.3,333,-2.1603418299926025,-0.4225815422057174,3
2057,23.7,62.5,3.6,8.4,20.1,2.5,0.94,10.3,314,-2.3840222053924998,-0.357630522092891,3
2058,23.8,73.7,14.0,16.6,14.5,2.3,1.17,10.2,606,-1.2271125423878206,0.20178963871368463,3
2061,22.1,58.9,4.9,11.3,21.9,4.2,1.03,10.3,324,-2.1518787979060674,-0.21038658146647743,3
